Distance Travelled,Radial Distance,Deadend,Turned Head,Blocks,Radius,Timeout
2.036135766,1.978720164,TRUE,0,242,11,FALSE
5.725389517,5.283781359,TRUE,0,162,9,FALSE
4.825047974,4.787066303,FALSE,0,18,3,FALSE
7.965632652,7.632731272,FALSE,0,50,5,FALSE
3.269550754,3.006273184,TRUE,0,242,11,FALSE
4.854173275,4.50890549,TRUE,0,50,5,FALSE
6.263133217,6.168109118,FALSE,0,32,4,FALSE
8.207966644,7.713717802,FALSE,0,50,5,FALSE
3.615867153,3.404000712,TRUE,0,200,10,FALSE
13.03939183,10.41771997,FALSE,0,98,7,FALSE
5.551885117,5.126135193,TRUE,0,200,10,FALSE
2.662499779,2.500787266,TRUE,0,242,11,FALSE
1.923890827,1.688926694,TRUE,0,200,10,FALSE
4.782392436,4.747202762,FALSE,0,18,3,FALSE
1.923890827,1.688926694,TRUE,0,200,10,FALSE
2.569764085,2.010726706,TRUE,0,128,8,FALSE
3.381835402,3.283547264,TRUE,0,162,9,FALSE
2.543288473,2.384759222,TRUE,0,98,7,FALSE
4.700140852,4.380820013,TRUE,0,50,5,FALSE
4.0988447,3.926066545,TRUE,0,128,8,FALSE
6.470845706,6.244411993,FALSE,0,32,4,FALSE
7.896857007,7.331512025,TRUE,0,162,9,FALSE
4.825047974,4.787066303,FALSE,0,18,3,FALSE
4.825047974,4.787066303,FALSE,0,18,3,FALSE
7.217737558,6.588778945,TRUE,0,162,9,FALSE
2.810357149,2.790718882,TRUE,0,242,11,FALSE
5.608761109,5.60872489,TRUE,0,200,10,FALSE
4.782392436,4.747202762,FALSE,0,18,3,FALSE
4.026893856,3.789655213,TRUE,0,200,10,FALSE
3.39057092,3.072086307,TRUE,0,242,11,FALSE
4.823048777,4.724817416,TRUE,0,200,10,FALSE
4.242199902,3.820916938,TRUE,0,72,6,FALSE
10.68345734,10.50022403,FALSE,0,98,7,FALSE
1.965310279,1.923191619,TRUE,0,128,8,FALSE
1.630599233,1.630060921,TRUE,0,98,7,FALSE
4.850390118,4.850358596,FALSE,0,18,3,FALSE
8.427116676,7.710314845,FALSE,0,50,5,FALSE
3.880876336,3.82929463,TRUE,0,72,6,FALSE
6.299724703,6.262775468,FALSE,0,32,4,FALSE
6.478771777,5.868721806,TRUE,0,98,7,FALSE
6.249040583,6.189601546,FALSE,0,32,4,FALSE
5.646724192,4.69806977,TRUE,0,98,7,FALSE
2.946933836,2.909572126,TRUE,0,162,9,FALSE
13.62664209,10.78384093,TRUE,0,242,11,FALSE
2.681122236,2.51861227,TRUE,0,72,6,FALSE
3.936706978,3.513172389,TRUE,0,162,9,FALSE
7.664952381,7.624572009,FALSE,0,50,5,FALSE
6.41173814,5.680978029,TRUE,0,242,11,FALSE
5.236498302,5.158207381,TRUE,0,200,10,FALSE
10.92223151,10.52049899,FALSE,0,98,7,FALSE
2.735093139,2.677337298,TRUE,0,242,11,FALSE
7.745519566,7.592425454,FALSE,0,50,5,FALSE
4.956729731,4.772040421,FALSE,0,18,3,FALSE
3.641064089,3.641041602,TRUE,0,200,10,FALSE
4.080264678,3.775195423,TRUE,0,98,7,FALSE
1.911669229,1.670222098,TRUE,0,242,11,FALSE
